"INDUSTRIALIZADOR","UF FÁBR","PRODUTO","TIPO PRODUTO","CERTIFICAÇÃO","CATEGORIA"
"A B M IND. E COM. CAFE LTDA.","PR","BASA","TM","Pureza, Qualidade","Tradicional"
"A B M IND. E COM. CAFE LTDA.","PR","BASA EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"A B M IND. E COM. CAFE LTDA.","PR","COCARI EXPRESSO GOURMET","GR","Pureza, Qualidade","Gourmet"
"A B M IND. E COM. CAFE LTDA.","PR","COCARI GOURMET","TM","Pureza, Qualidade","Gourmet"
"A B M IND. E COM. CAFE LTDA.","PR","COCARI PREMIUM","TM","Pureza",""
"A B M IND. E COM. CAFE LTDA.","PR","COCARI SUPERIOR","TM","Pureza, Qualidade","Superior"
"A B M IND. E COM. CAFE LTDA.","PR","COCARI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"A B M IND. E COM. CAFE LTDA.","PR","ESTORIL","TM","Pureza, Qualidade","Tradicional"
"A B M IND. E COM. CAFE LTDA.","PR","LOVAT EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"A. ABRANTES GADELHA  CIA","PB","FREI DAMIAO","TM","Pureza, Qualidade","Tradicional"
"A. S. DA SILVA – ME","BA","EXTREMO SUL","TM","Pureza, Qualidade","Tradicional"
"A. S. DA SILVA – ME","BA","SAMONTE EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"AGRIPLUS AGROIND. E COM. LTDA.","MG","IRAI","TM","Pureza, Qualidade","Tradicional"
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","BAHIA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","BAHIA GOURMET","TM","Pureza",""
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","BAHIA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","CLASSE A","GR","Pureza",""
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","CLASSICO EM GRAO","GR","Pureza",""
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","ESQUADRAO","TM","Pureza",""
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","LOSANGO","TM","Pureza, Qualidade","Tradicional"
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","PADIM TRADICIONAL AMOFADA","TM","Pureza",""
"AGROIND. E EXP. CAFE BAHIA S_A.","BA","RIO BRANCO VACUO","TM","Pureza",""
"AGROINDUSTRIA ESSENCIA DE MINAS LTDA – ME","MG","JADE","TM","Pureza",""
"AGROPEC. FAZENDA DO BENTO IND. E COM. LTDA.","MG","DA FAZENDA EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"AGROPEC. FAZENDA DO BENTO IND. E COM. LTDA.","MG","DA FAZENDA GOURMET","GR","Pureza",""
"AGROPEC. FAZENDA DO BENTO IND. E COM. LTDA.","MG","DA FAZENDA GOURMET","TM","Pureza, Qualidade","Gourmet"
"AGROPEC. FAZENDA DO BENTO IND. E COM. LTDA.","MG","DA FAZENDA PREMIUM","TM","Pureza, Qualidade","Superior"
"AGROPEC. FAZENDA DO BENTO IND. E COM. LTDA.","MG","DA FAZENDA SUPERIOR","TM","Pureza",""
"AGROPEC. FAZENDA DO BENTO IND. E COM. LTDA.","MG","DA FAZENDA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"AGROPEC. FAZENDA DO BENTO IND. E COM. LTDA.","MG","DO PRATA – EXTRA FORTE","TM","Pureza",""
"ALCAFE CAFE LTDA.","SP","TERREIRO","TM","Pureza, Qualidade","Tradicional"
"ALECIO GOTTI LTDA","SP","BONETTI","TM","Pureza",""
"ALECIO GOTTI LTDA","SP","CIAMDRIGHI","TM","Pureza, Qualidade","Tradicional"
"ALECIO GOTTI LTDA","SP","DELALANA","TM","Pureza",""
"ALECIO GOTTI LTDA","SP","NOBRE DA SERRA","TM","Pureza, Qualidade","Tradicional"
"ALECIO GOTTI LTDA","SP","PENHA CENTER TRADICIONAL","TM","Pureza",""
"ALECIO GOTTI LTDA","SP","PRIMAVERA","TM","Pureza",""
"ALECIO GOTTI LTDA","SP","PRIMAVERA EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"ALECIO GOTTI LTDA","SP","PRIMAVERA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"ALECIO GOTTI LTDA","SP","PRIMAVERA SUPERIOR","TM","Pureza, Qualidade","Superior"
"ALECIO GOTTI LTDA","SP","PRIMAVERA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","ALTO DE MINAS GOURMET","TM","Pureza, Qualidade","Gourmet"
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","ALTO DE MINAS GOURMET","GR","Pureza, Qualidade","Gourmet"
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","ALTO DE MINAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","ALTO DE MINAS TRADICIONAL","GR","Pureza, Qualidade","Tradicional"
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","BERRO DAGUA GOURMET","TM","Pureza, Qualidade","Gourmet"
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","BERRO DAGUA GOURMET","GR","Pureza, Qualidade","Gourmet"
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","CONSTANTINO CLASSICO","TM","Pureza",""
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","TECOARA GOURMET","TM","Pureza, Qualidade","Gourmet"
"ALTO DE MINAS COM. E IND. DE CAFE LTDA","MG","TECOARA GOURMET","GR","Pureza, Qualidade","Gourmet"
"AM COM. IND. DE CAFE LTDA.","MG","TIETA","TM","Pureza, Qualidade","Tradicional"
"AMERICA IND. E COM. DE ALIMS. LTDA.","MG","NORTE DE MINAS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"AMERICA IND. E COM. DE ALIMS. LTDA.","MG","NORTE DE MINAS SUPERIOR","TM","Pureza, Qualidade","Superior"
"AMERICA IND. E COM. DE ALIMS. LTDA.","MG","NORTE DE MINAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"ANJU IND. E COM. DE CAFE LTDA.","SC","MYATA EXTRA FORTE","TM","Pureza",""
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO","TM","Pureza, Qualidade","Extraforte"
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO DESCAFEINADO","TM","Pureza, Qualidade","Superior"
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO ORGANICO","TM","Pureza",""
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO PREMIUM","TM","Pureza, Qualidade","Superior"
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO TIPO ESPECIAL CARAMELLATO","TM","Pureza, Qualidade","Gourmet"
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO TIPO ESPECIAL FRUTTATO","TM","Pureza, Qualidade","Gourmet"
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO TORRADO EM GRAOS","GR","Pureza, Qualidade","Superior"
"ANJU IND. E COM. DE CAFE LTDA.","SC","OURO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"ANJU IND. E COM. DE CAFE LTDA.","SC","RIOSUL","TM","Pureza",""
"ANTONIO SOUTO CASTRO  CIA. LTDA.","BA","VERDES MARES","TM","Pureza, Qualidade","Tradicional"
"ARGOS AGROPEC. INDL. E COML. LTDA","MG","JADE","TM","Pureza",""
"AROEIRA ALIM. IND. E COM. E DISTRIB. EIRELI","MT","VERDAO","TM","Pureza, Qualidade","Extraforte"
"AROMA DOURADO TORREF. E MOAG. DE CAFE  LTDA","SP","PEPIRA DOURADO","TM","Pureza, Qualidade","Superior"
"ATLAS COM. E IND. LTDA.","GO","BAMBINO","TM","Pureza, Qualidade","Tradicional"
"ATLAS COM. E IND. LTDA.","GO","CALOURO","TM","Pureza, Qualidade","Tradicional"
"ATLAS COM. E IND. LTDA.","GO","PELICANO","TM","Pureza, Qualidade","Tradicional"
"AUMA CAFE LTDA","MG","ANIMA","GR","Pureza, Qualidade","Gourmet"
"AUMA CAFE LTDA","MG","ANIMA","TM","Pureza, Qualidade","Gourmet"
"AUMA CAFE LTDA","MG","BENCAVO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"AUMA CAFE LTDA","MG","BENCAVO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"AUMA CAFE LTDA","MG","CEMIL EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"AUMA CAFE LTDA","MG","CEMIL TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","FORNO GRANDE","TM","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO AUDAZ","GR","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO AUDAZ","TM","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO BEBIDA FINA","TM","Pureza, Qualidade","Superior"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO DRIP COFFEE","TM","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO HARMONIA","CAP","Pureza, Qualidade","Intensidade 8"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO INTREPIDO","CAP","Pureza, Qualidade","Intensidade 10"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO PLENO","TM","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO PLENO","GR","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO TENAZ","CAP","Pureza, Qualidade","Intensidade 6"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO TORRA CLARA","TM","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO TORRA CLARA","GR","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO TORRA ESCURA","GR","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO TORRA ESCURA","TM","Pureza, Qualidade","Superior"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO TORRA MEDIA","GR","Pureza, Qualidade","Gourmet"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","MONTE CASTELO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"AUREA IMP. E EXP. E TORREF. DE CAFE LTDA","ES","PEDRA AZUL 100% ARABICA","TM","Pureza, Qualidade","Gourmet"
"B.A TARNSOCHI JUNIOR – ME","RO","DA XICARA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"B.A TARNSOCHI JUNIOR – ME","RO","EXTRA","TM","Pureza",""
"B.A TARNSOCHI JUNIOR – ME","RO","JI-PARANA","TM","Pureza, Qualidade","Tradicional"
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO","TM","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA AMARETTO","TM","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA CARAMELO","TM","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA CARAMELO CAPSULAS","CAP","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA CHOCOLATE COM AVELA CAPSULAS","CAP","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA CHOCOLATE COM MENTA","TM","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA CHOCOLATE COM MENTA CAPSULAS","CAP","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA CHOCOLATE TRUFADO","TM","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA CHOCOLATE TRUFADO CAPSULAS","CAP","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO AROMA VANILLA CAPSULAS","CAP","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO CAFFE.COM","GR","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO CAFFE.COM","TM","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO ESPRESSO BOURBOM","TM","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO ESPRESSO GOURMET GRAO","GR","Pureza, Qualidade","Gourmet"
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO EXTRA INTENSO","CAP","Pureza",""
"BAGGIO COFFEES ESP. LTDA","SP","BAGGIO GOURMET ESPRESSO","TM","Pureza, Qualidade","Gourmet"
"BEBIANO E MARTINS – IND. E COM. DE CAFE LTDA.","MG","SABOR E AROMA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"BEBIANO E MARTINS – IND. E COM. DE CAFE LTDA.","MG","SABOR E AROMA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"BEBIANO E MARTINS – IND. E COM. DE CAFE LTDA.","MG","SETE LAGOAS","TM","Pureza, Qualidade","Extraforte"
"BEBIANO E MARTINS – IND. E COM. DE CAFE LTDA.","MG","SETE LAGOAS ARTESANAL","TM","Pureza, Qualidade","Tradicional"
"BJB COMERCIO DE CAFE LTDA","MG","BERGAO","TM","Pureza, Qualidade","Tradicional"
"BJB COMERCIO DE CAFE LTDA","MG","BERGAO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"BJB COMERCIO DE CAFE LTDA","MG","BOTTEGA","TM","Pureza",""
"BJB COMERCIO DE CAFE LTDA","MG","BOTTEGA","GR","Pureza",""
"BJB COMERCIO DE CAFE LTDA","MG","IMIGRANTES","TM","Pureza",""
"BJB COMERCIO DE CAFE LTDA","MG","MUNDO NOVO","GR","Pureza",""
"BJB COMERCIO DE CAFE LTDA","MG","MUNDO NOVO","TM","Pureza, Qualidade","Tradicional"
"BOA VISTA IND. DE TORREF. LTDA.","MG","SABOR DAS MATAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"BONCAFE LTDA.","SP","FARACO","TM","Pureza, Qualidade","Tradicional"
"BONCAFE LTDA.","SP","FARACO EXPRESSO","GR","Pureza",""
"BONCAFE LTDA.","SP","FARACO EXPRESSO ESP","GR","Pureza",""
"BONCAFE LTDA.","SP","FAZENDINHA EXPRESSO","GR","Pureza",""
"BONCAFE LTDA.","SP","FAZENDINHA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ASTRO BOURBON","TM","Pureza",""
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ASTRO ORGANICO","TM","Pureza",""
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","CARREFOUR EXTRA FORTE","TM","Pureza",""
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","CARREFOUR TRADICIONAL","TM","Pureza",""
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","CLASSIC EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","CLASSIC TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","CONFIARE NOSSAS ORIGENS CERRADO MINEIRO","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","CONFIARE NOSSAS ORIGENS CHAPADA DIAMANTINA","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","CONFIARE NOSSAS ORIGENS MOGIANA","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DAKI EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DAKI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DO CENTRO  ESPECIAL CASA DO PAO DE QUEIJO","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DO CENTRO BARISTA GOURMET","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DO CENTRO BARISTA PRIME","GR","Pureza, Qualidade","Superior"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DO CENTRO CERRADO MINEIRO","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DO CENTRO GRAO","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DO CENTRO LINHA PROFISSIONAL","GR","Pureza, Qualidade","Superior"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DO CENTRO SUL DE MINAS","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DO CENTRO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL BAHIA","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL BAHIA EM GRAOS","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL CERRADO MINEIRO EM GRAOS","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL ESPIRITO SANTO","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL MOGIANA","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL MOGIANA EM GRAOS","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL PARANA","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL PARANA","TM","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","ESPECIAL SUL DE MINAS EM GRAOS","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","DONUTS","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","EXPERT BLENDERS","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","FELITA CHEF EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","FELITA CHEF TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","KORIN ORGANICO","TM","Pureza",""
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","PREZUNIC INTENSIDADE 06","CAP","Pureza, Qualidade","Intensidade 6"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","PREZUNIC INTENSIDADE 08","CAP","Pureza, Qualidade","Intensidade 8"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","PREZUNIC INTENSIDADE 09","CAP","Pureza, Qualidade","Intensidade 9"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","PREZUNIC INTENSIDADE 10","CAP","Pureza, Qualidade","Intensidade 10"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","PREZUNIC INTENSIDADE 6 – DESCAFEINADO","CAP","Pureza, Qualidade","Intensidade 6"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","REI DO MATE","GR","Pureza, Qualidade","Gourmet"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","REI DO MATE","TM","Pureza",""
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","SHIBATA","TM","Pureza",""
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","SHIBATA PREMIUM","TM","Pureza",""
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","SPRESS","GR","Pureza, Qualidade","Superior"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","SPRESS","TM","Pureza, Qualidade","Tradicional"
"BRASIL ESPRESSO COM. ATACADISTA LTDA","SP","SPRESS PARA BUNN","TM","Pureza, Qualidade","Tradicional"
"BUJARI IND. E COM. DE CAFE EIRELI","AC","BUJARI","TM","Pureza, Qualidade","Extraforte"
"BUJARI IND. E COM. DE CAFE EIRELI","AC","BUJARI","TM","Pureza, Qualidade","Tradicional"
"BUJARI IND. E COM. DE CAFE EIRELI","AC","BUJARI","TM","Pureza, Qualidade","Extraforte"
"BUJARI IND. E COM. DE CAFE EIRELI","AC","GRANADA","TM","Pureza, Qualidade","Extraforte"
"BUJARI IND. E COM. DE CAFE EIRELI","AC","Q DELICIA","TM","Pureza, Qualidade","Extraforte"
"BUJARI IND. E COM. DE CAFE EIRELI","AC","TAINA","TM","Pureza, Qualidade","Tradicional"
"CADORO IND. E COM. DE ALIM. LTDA","BA","ALIANCA","TM","Pureza, Qualidade","Extraforte"
"CADORO IND. E COM. DE ALIM. LTDA","BA","EKOBOM TRADICIONAL","TM","Pureza",""
"CADORO IND. E COM. DE ALIM. LTDA","BA","PARAISO DE AMARGOSA","TM","Pureza, Qualidade","Tradicional"
"CAFE 2 DE JULHO IND. DE ALIMS. EIRELI.","BA","2 DE JULHO DESCAFEINADO","TM","Pureza, Qualidade","Superior"
"CAFE 2 DE JULHO IND. DE ALIMS. EIRELI.","BA","2 DE JULHO ESPECIAL","TM","Pureza",""
"CAFE 2 DE JULHO IND. DE ALIMS. EIRELI.","BA","2 DE JULHO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE 2 DE JULHO IND. DE ALIMS. EIRELI.","BA","2 DE JULHO GOURMET","GR","Pureza",""
"CAFE 2 DE JULHO IND. DE ALIMS. EIRELI.","BA","2 DE JULHO GRAO","GR","Pureza",""
"CAFE 2 DE JULHO IND. DE ALIMS. EIRELI.","BA","2 DE JULHO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE 2 DE JULHO IND. DE ALIMS. EIRELI.","BA","MUCUGE GOURMET EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE 2 DE JULHO IND. DE ALIMS. EIRELI.","BA","MUCUGE PREMIUM GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE AGROIND. VAN DER GOOT LTDA","PR","KALDI CAFE GOURMET","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE AGROIND. VAN DER GOOT LTDA","PR","KALDI CAFE GOURMET","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE ALTA MOGIANA MINEIRA LTDA","MG","CASA BRASIL GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE ALTA MOGIANA MINEIRA LTDA","MG","CASA BRASIL GOURMET GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE ALTA MOGIANA MINEIRA LTDA","MG","CASA BRASIL TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE ALTA MOGIANA MINEIRA LTDA","MG","RUIZ GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE ALTA MOGIANA MINEIRA LTDA","MG","RUIZ TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE ALTA MOGIANA MINEIRA LTDA","MG","RUIZ TRADICIONAL","GR","Pureza, Qualidade","Tradicional"
"CAFE AMPARO LTDA","SP","AMPARENSE","TM","Pureza, Qualidade","Superior"
"CAFE AMPARO LTDA","SP","AMPARO","GR","Pureza, Qualidade","Gourmet"
"CAFE AMPARO LTDA","SP","JOAO DO PO","GR","Pureza, Qualidade","Gourmet"
"CAFE AMPARO LTDA","SP","JOAO DO PO – MOAGEM FINA","TM","Pureza, Qualidade","Gourmet"
"CAFE AMPARO LTDA","SP","JOAO DO PO – MOAGEM GROSSA","TM","Pureza, Qualidade","Gourmet"
"CAFE ANGELANDIA LTDA","MG","ANGELANDIA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE ANGELANDIA LTDA","MG","ANGELANDIA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE ANGELANDIA LTDA","MG","FANADO MAIS FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE ANGELANDIA LTDA","MG","OURO DO VALE EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE BOAVENTURA LTDA","MG","BOAVENTURA EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE BOAVENTURA LTDA","MG","BOAVENTURA GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE BOAVENTURA LTDA","MG","BOAVENTURA SUPERIOR","GR","Pureza, Qualidade","Superior"
"CAFE BOAVENTURA LTDA","MG","BOAVENTURA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE BOCA DE PITO LTDA.","GO","BOCA DE PITO","TM","Pureza, Qualidade","Tradicional"
"CAFE BOCA DE PITO LTDA.","GO","BOCA DE PITO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE BOCA DE PITO LTDA.","GO","BOCA DE PITO MOIDO NA HORA","TM","Pureza",""
"CAFE BOCA DE PITO LTDA.","GO","MAGNATA","TM","Pureza, Qualidade","Extraforte"
"CAFE BOM DIA S.A.","MG","BOM DIA ESPRESSO SUPERIOR EM GRAOS","GR","Pureza, Qualidade","Superior"
"CAFE BOM DIA S.A.","MG","BOM DIA GOURMET EXPRESSO","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE BOM DIA S.A.","MG","DIPLOMATA EXTRA FORTE","TM","Pureza",""
"CAFE BOM DIA S.A.","MG","PERFETTO GRANO","TM","Pureza, Qualidade","Superior"
"CAFE BOM DIA S.A.","MG","PERFETTO GRANO GRAO","GR","Pureza, Qualidade, Sustentabilidade","Superior"
"CAFE BOM DIA S.A.","MG","SUL DE MINAS","TM","Pureza, Qualidade","Extraforte"
"CAFE BOM SABOR LTDA","BA","BOM SABOR – EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE BOM SABOR LTDA","BA","BOM SABOR TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE BOM SABOR LTDA","BA","GAIVOTA","TM","Pureza",""
"CAFE BONJARDINENSE TORREF. E MOAG. LTDA.","RJ","BONJARDINENSE EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE BONJARDINENSE TORREF. E MOAG. LTDA.","RJ","BONJARDINENSE GOLD","TM","Pureza, Qualidade","Tradicional"
"CAFE BONZON IND. E COM. LTDA.","ES","BONZON TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
