"INDUSTRIALIZADOR","UF FÁBR","PRODUTO","TIPO PRODUTO","CERTIFICAÇÃO","CATEGORIA"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO SUPREMO","CAP","Pureza, Qualidade","Intensidade 6"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO TORRADO EM GRAOS","GR","Pureza, Qualidade","Superior"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO TRADICIONAL","TM","Pureza, Qualidade","Superior"
"CAFE RAPHAELLI LTDA","MG","RAPHAELLI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE RAPHAELLI LTDA","MG","VO OLGA  TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE ROBINSON LTDA.","MG","DONA TEREZA","TM","Pureza, Qualidade","Tradicional"
"CAFE ROBINSON LTDA.","MG","ROBINSON","TM","Pureza, Qualidade","Tradicional"
"CAFE ROSSETTO LTDA.","SP","BIG-PAUL","TM","Pureza, Qualidade","Tradicional"
"CAFE ROSSETTO LTDA.","SP","DO TETRA TRADICIONAL ALMOFADA","TM","Pureza",""
"CAFE ROSSETTO LTDA.","SP","ROSSETTO","TM","Pureza",""
"CAFE RURAL LTDA","MG","CAMARU","TM","Pureza",""
"CAFE SAO THOMAZ LTDA.","GO","SAO THOMAZ","TM","Pureza",""
"CAFE SAO THOMAZ LTDA.","GO","SAO THOMAZ","GR","Pureza",""
"CAFE SERRANEIRO IND. E COM. LTDA – ME","BA","BONZAO DA CHAPADA","TM","Pureza, Qualidade","Tradicional"
"CAFE SERRANEIRO IND. E COM. LTDA – ME","BA","LUXO DA BAHIA","TM","Pureza",""
"CAFE SILVA LTDA.","MG","CERGRAN TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE SILVA LTDA.","MG","DONA OLIVIA TRADICIONAL","TM","Pureza",""
"CAFE SILVA LTDA.","MG","MINEIRO UAI","TM","Pureza",""
"CAFE SILVA LTDA.","MG","PRIMO MINAS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE SILVA LTDA.","MG","PRIMO MINAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE SILVA LTDA.","MG","PRIMO MINAS TRADICIONAL","TM","Pureza",""
"CAFE SILVA LTDA.","MG","RILDA","TM","Pureza",""
"CAFE SILVA LTDA.","MG","SABOR DO BRASIL","TM","Pureza, Qualidade","Tradicional"
"CAFE SILVA LTDA.","MG","SABOR DO BRASIL EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE SILVA LTDA.","MG","SILVA","CAP","Pureza, Qualidade","Intensidade 4"
"CAFE SILVA LTDA.","MG","SILVA","TM","Pureza, Qualidade","Gourmet"
"CAFE SILVA LTDA.","MG","SILVA","GR","Pureza, Qualidade","Gourmet"
"CAFE SILVA LTDA.","MG","SILVA","TM","Pureza, Qualidade","Tradicional"
"CAFE SORRISO LTDA.","MG","ASCCOM","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","CLASSE A – TRADICIONAL","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","CLASSE A EXTRA FORTE","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","MIRAND OURO","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","MIRAND OURO ESPRESSO GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE SORRISO LTDA.","MG","MIRAND OURO RESERVA ESPECIAL","TM","Pureza, Qualidade","Gourmet"
"CAFE SORRISO LTDA.","MG","PADRE VICTOR ESPRESSO GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE SORRISO LTDA.","MG","PADRE VICTOR EXPRESSO GRAO TRADICIONAL","GR","Pureza",""
"CAFE SORRISO LTDA.","MG","PADRE VICTOR EXPRESSO MOIDO ESPECIAL","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","PADRE VICTOR EXPRESSO MOIDO TRADICIONAL","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","PADRE VICTOR EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE SORRISO LTDA.","MG","PADRE VICTOR MANHA","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","PADRE VICTOR NOITE","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","PADRE VICTOR OCASIOES ESPECIAIS","TM","Pureza, Qualidade","Superior"
"CAFE SORRISO LTDA.","MG","PADRE VICTOR SUPERIOR","TM","Pureza, Qualidade","Superior"
"CAFE SORRISO LTDA.","MG","PADRE VICTOR TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE SORRISO LTDA.","MG","PURITA – EXTRA FORTE","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","SORRISO","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","SORRISO ESPRESSO","GR","Pureza",""
"CAFE SORRISO LTDA.","MG","SORRISO FORTE","TM","Pureza",""
"CAFE SORRISO LTDA.","MG","SORRISO FORTE – GONCALVES SUPERMERCADOS","TM","Pureza",""
"CAFE TAIOBEIRAS LTDA.","MG","TAIOBEIRAS EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TAIOBEIRAS LTDA.","MG","TAIOBEIRAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TESOURO LTDA.","SP","TESOURO","GR","Pureza, Qualidade","Tradicional"
"CAFE TESOURO LTDA.","SP","TESOURO EXPRESSO","GR","Pureza, Qualidade","Superior"
"CAFE TESOURO LTDA.","SP","TESOURO EXPRESSO","TM","Pureza, Qualidade","Superior"
"CAFE TESOURO LTDA.","SP","TESOURO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TIPUANA IND. E COM. LTDA.","MG","JARAGUA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TIPUANA IND. E COM. LTDA.","MG","LAVRAS","TM","Pureza",""
"CAFE TIPUANA IND. E COM. LTDA.","MG","TIPUANA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TIPUANA IND. E COM. LTDA.","MG","TIPUANA LOTE ESPECIAL ESPRESSO","GR","Pureza",""
"CAFE TIPUANA IND. E COM. LTDA.","MG","TIPUANA LOTE ESPECIAL SUPERIOR","TM","Pureza, Qualidade","Superior"
"CAFE TIPUANA IND. E COM. LTDA.","MG","TIPUANA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","3 FAZENDAS","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","APOLLO","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","BANDEIRA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","BANDEIRANTE","TM","Pureza",""
"CAFE TRES CORACOES S/A","MG","BANGU","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","BETANIA","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","BH","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","BRASILEIRO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","BRASILEIRO SUPERIOR","TM","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","BRASILEIRO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","BRASILEIRO TUTTA CREMA EXPRESSO GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","CIROL ROYAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","CONFEITARIA COLOMBO","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","CONFEITARIA COLOMBO GRAO TORRADO","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","CRUZEIRO INTENSO","TM","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","CRUZEIRO PLENO","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","CRUZEIRO TRAVESSIA CERRADO MINEIRO","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","CRUZEIRO TRAVESSIA MOGIANA","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","CRUZEIRO TRAVESSIA SUL DE MINAS","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","DIVINOPOLIS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","DIVINOPOLIS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","CUCA","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","DOUTOR EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","DOUTOR TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","ESPRESSO FRANS CAFE GRAO TORRADO","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","FINO GRAO ESPRESSO EM GRAO","GR","Pureza",""
"CAFE TRES CORACOES S/A","MG","FINO GRAO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","FINO GRAO FORT","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","FINO GRAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","FORT","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","FRANS CAFE PREMIUM","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","GERONYMO","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","IGUACU EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","IGUACU TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","ITAMARATY EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","ITAMARATY GOURMET ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","ITAMARATY TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","KIMIMO","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","LETICIA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","LETICIA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","MANAUS","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","MANAUS EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","PIMPINELA EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","PIMPINELA GOLDEN","TM","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","PIMPINELA GOURMET RIO DE JANEIRO","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","PIMPINELA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","PREMIADO","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","PRINCIPAL","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","QUALITA – EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","QUALITA – TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA – REGIAO VULCANICA","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA CLASSICO","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA DESCAFEINADO","TM","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA ESPRESSO EM GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA MAXIMA INTENSIDADE","TM","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA PREMIUM","TM","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA RESERVA DA FAMILIA CERRADO MINEIRO","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA RESERVA DA FAMILIA CERRADO MINEIRO EM GRAOS","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA RESERVA DA FAMILIA MOGIANA PAULISTA","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA RESERVA DA FAMILIA MOGIANA PAULISTA EM GRAOS","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA RESERVA DA FAMILIA ORGANICO","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA RESERVA DA FAMILIA ORGANICO EM GRAOS","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","SANTA CLARA RESERVA DA FAMILIA SUL DE MINAS","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","TAPAJOS","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","TOKO","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","3 CORACOES CERRADO MINEIRO GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES DESCAFEINADO","TM","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","3 CORACOES ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES ESTRADA REAL PREMIUM","TM","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","3 CORACOES EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES CORACOES S/A","MG","3 CORACOES GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES GOURMET DARK ROAST","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES MOGIANA PAULISTA GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS CERRADO MINEIRO","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS CERRADO MINEIRO","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS CERRADO MINEIRO – LINHA PROFISSIONAL","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS MOGIANA PAULISTA","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS MOGIANA PAULISTA","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS MOGIANA PAULISTA – LINHA PROFISSIONAL","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS ORGANICO","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS ORGANICO","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES RITUAIS SUL DE MINAS","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES SUL DE MINAS E ESPIRITO SANTO","GR","Pureza, Qualidade","Superior"
"CAFE TRES CORACOES S/A","MG","3 CORACOES SUL DE MINAS GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES SUL DE MINAS LINHA PROFISSIONAL","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","3 CORACOES TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES CORACOES S/A","MG","TRIBOS","TM","Pureza, Qualidade","Gourmet"
"CAFE TRES CORACOES S/A","MG","VALOR CAFE","GR","Pureza, Qualidade","Gourmet"
"CAFE TRES MARCOS IND. E COM. LTDA.","MG","BOM VIZINHO","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES MARCOS IND. E COM. LTDA.","MG","PLATINO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES MARCOS IND. E COM. LTDA.","MG","PORTAL DO CERRADO","TM","Pureza",""
"CAFE TRES MARCOS IND. E COM. LTDA.","MG","SETE COLINAS","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES MARCOS IND. E COM. LTDA.","MG","UBER","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES MARCOS IND. E COM. LTDA.","MG","UBERLANDIA","TM","Pureza, Qualidade","Extraforte"
"CAFE TRES MARCOS IND. E COM. LTDA.","MG","UDI","TM","Pureza, Qualidade","Tradicional"
"CAFE TRES MARCOS IND. E COM. LTDA.","MG","UDI","GR","Pureza",""
"CAFE UBEDA LTDA.","SP","TIETE","TM","Pureza, Qualidade","Tradicional"
"CAFE UBEDA LTDA.","SP","UBEDA","TM","Pureza, Qualidade","Tradicional"
"CAFE UBEDA LTDA.","SP","UBEDA EXPRESSO","GR","Pureza, Qualidade","Superior"
"CAFE UTAM S/A.","SP","BIAGINI","TM","Pureza, Qualidade","Tradicional"
"CAFE UTAM S/A.","SP","BIAGINI EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE UTAM S/A.","SP","FAZENDA SANTA ALCINA","TM","Pureza, Qualidade","Gourmet"
"CAFE UTAM S/A.","SP","FAZENDA SANTA ALCINA","GR","Pureza, Qualidade","Gourmet"
"CAFE UTAM S/A.","SP","NILZA","TM","Pureza, Qualidade","Tradicional"
"CAFE UTAM S/A.","SP","PHT","TM","Pureza",""
"CAFE UTAM S/A.","SP","PRECIATO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE UTAM S/A.","SP","PRECIATO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE UTAM S/A.","SP","RIBEIRAO","TM","Pureza, Qualidade","Tradicional"
"CAFE UTAM S/A.","SP","SANTA ADELIA TRADICIONAL","TM","Pureza",""
"CAFE UTAM S/A.","SP","SOCIEDADE DO CAFE  GOURMET","GR","Pureza",""
"CAFE UTAM S/A.","SP","SOCIEDADE DO CAFE  SUPERIOR","TM","Pureza, Qualidade","Superior"
"CAFE UTAM S/A.","SP","SOCIEDADE DO CAFE SUPERIOR","GR","Pureza, Qualidade","Superior"
"CAFE UTAM S/A.","SP","UTAM EXPRESSO GOURMET GRAOS","GR","Pureza, Qualidade","Gourmet"
"CAFE UTAM S/A.","SP","UTAM EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE UTAM S/A.","SP","UTAM GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE UTAM S/A.","SP","UTAM GRAOS RIB","GR","Pureza",""
"CAFE UTAM S/A.","SP","UTAM MOMENTOS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE UTAM S/A.","SP","UTAM MOMENTOS FORTISSIMO","TM","Pureza, Qualidade","Extraforte"
"CAFE UTAM S/A.","SP","UTAM MOMENTOS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE UTAM S/A.","SP","UTAM SPECIALE","GR","Pureza, Qualidade","Superior"
"CAFE UTAM S/A.","SP","UTAM SPECIALE","TM","Pureza, Qualidade","Superior"
"CAFE UTAM S/A.","SP","UTAM SPECIALE VACUO","TM","Pureza, Qualidade","Superior"
"CAFE UTAM S/A.","SP","UTAM SPRESSO CREMA","GR","Pureza, Qualidade","Superior"
"CAFE UTAM S/A.","SP","UTAM TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE UTAM S/A.","SP","UTAM UNO GOURMET","CAP","Pureza, Qualidade","Intensidade 7"
"CAFE UTAM S/A.","SP","UTAM UNO INTENSO","CAP","Pureza, Qualidade","Intensidade 10"
"CAFEEIRA MORADA GABRIELA LTDA-ME","SP","ALTINOPOLIS ESPRESSO","GR","Pureza, Qualidade","Superior"
"CAFEEIRA MORADA GABRIELA LTDA-ME","SP","ALTINOPOLIS PREMIUM","TM","Pureza, Qualidade","Tradicional"
"CAFEEIRA MORADA GABRIELA LTDA-ME","SP","ALTINOPOLIS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFEICULTURA ELDORADO LTDA","SP","TREVIOLO CAFE EM GRAOS","GR","Pureza, Qualidade","Superior"
"CAFES AMAJO E TONINHO IND. E COM. LTDA.","SP","AMAJO","TM","Pureza",""
"CAFES AMAJO E TONINHO IND. E COM. LTDA.","SP","AMAJO TRADICIONAL ALMOFADA","TM","Pureza",""
"CAFES AMAJO E TONINHO IND. E COM. LTDA.","SP","TONINHO ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFES AMAJO E TONINHO IND. E COM. LTDA.","SP","TONINHO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFES AMAJO E TONINHO IND. E COM. LTDA.","SP","TONINHO PREMIUM","TM","Pureza, Qualidade","Tradicional"
"CAFES AMAJO E TONINHO IND. E COM. LTDA.","SP","TONINHO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CALDAS ALIM. LTDA","GO","BIBO","TM","Pureza, Qualidade","Tradicional"
"CALDAS ALIM. LTDA","GO","BIBO EM GRAOS","GR","Pureza, Qualidade","Tradicional"
"CALDAS ALIM. LTDA","GO","BULE DE OURO","TM","Pureza, Qualidade","Extraforte"
"CALDAS ALIM. LTDA","GO","CALDAS","GR","Pureza",""
"CALDAS ALIM. LTDA","GO","CALDAS CALDAS TORRADO EM GRAOS","GR","Pureza, Qualidade","Tradicional"
"CALDAS ALIM. LTDA","GO","CALDAS CRU","GR","Pureza",""
"CALDAS ALIM. LTDA","GO","CALDAS ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CALDAS ALIM. LTDA","GO","CALDAS EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CALDAS ALIM. LTDA","GO","CALDAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CALDAS ALIM. LTDA","GO","LIDERANCA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CALDAS ALIM. LTDA","GO","MEL CAFE","TM","Pureza",""
"CALDAS ALIM. LTDA","GO","RECHEIO","TM","Pureza",""
"CALDAS ALIM. LTDA","GO","REIS","TM","Pureza, Qualidade","Extraforte"
"CALDAS ALIM. LTDA","GO","REIS TORRADO","GR","Pureza",""
"CALDAS ALIM. LTDA","GO","SERRA DE CALDAS","TM","Pureza, Qualidade","Tradicional"
"CALDAS ALIM. LTDA","GO","SERRA DE CALDAS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CALDAS ALIM. LTDA","GO","SERRA DE CALDAS TORRADO","GR","Pureza, Qualidade","Extraforte"
"CALDAS ALIM. LTDA","GO","TIKERO","TM","Pureza, Qualidade","Extraforte"
"CALDAS MAIA E CIA LTDA.","BA","BENDENGO","TM","Pureza, Qualidade","Tradicional"
"CALDAS MAIA E CIA LTDA.","BA","JAGUAR","TM","Pureza",""
"CAMIL ALIMENTOS S.A.","MG","BOM DIA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAMIL ALIMENTOS S.A.","MG","BOM DIA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAMIL ALIMENTOS S.A.","MG","SANTA AMALIA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAMIL ALIMENTOS S.A.","MG","SELETO EXTRA FORTE","TM","Pureza",""
"CAMIL ALIMENTOS S.A.","MG","SELETO TRADICIONAL","TM","Pureza",""
"CAMIL ALIMENTOS S.A.","MG","SUL DE MINAS","TM","Pureza, Qualidade","Extraforte"
"CAMIL ALIMENTOS S.A.","MG","UNIAO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAMIL ALIMENTOS S.A.","MG","UNIAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAMPEAO COM. IND. DE CAFE LTDA.","ES","CAMPEAO BLEND ESPECIAL","TM","Pureza",""
"CAMPEAO COM. IND. DE CAFE LTDA.","ES","CAMPEAO BLEND ESPECIAL SELECAO","GR","Pureza, Qualidade","Gourmet"
"CAMPEAO COM. IND. DE CAFE LTDA.","ES","CAMPEAO EXPORTACAO","TM","Pureza, Qualidade","Tradicional"
"CAMPEAO COM. IND. DE CAFE LTDA.","ES","CAMPEAO FORTE","TM","Pureza, Qualidade","Extraforte"
"CAMPEAO COM. IND. DE CAFE LTDA.","ES","GUANDU","TM","Pureza, Qualidade","Extraforte"
"CAMPEAO COM. IND. DE CAFE LTDA.","ES","ITABIRA","TM","Pureza, Qualidade","Extraforte"
"CAPAL COOPERATIVA AGROINDUSTRIAL","PR","GRENA  GOURMET","TM","Pureza",""
"CAPAL COOPERATIVA AGROINDUSTRIAL","PR","GRENA  GOURMET","TM","Pureza",""
"CAPAL COOPERATIVA AGROINDUSTRIAL","PR","JUCAFE","TM","Pureza, Qualidade","Tradicional"
"CAPAL COOPERATIVA AGROINDUSTRIAL","PR","ROBUSTO","TM","Pureza",""
"CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA","RJ","IRANITA","TM","Pureza",""
"CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA","RJ","VARGAS ESPECIAL","TM","Pureza, Qualidade","Gourmet"
"CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA","RJ","VARGAS EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA","RJ","VARGAS GOURMET","GR","Pureza, Qualidade","Gourmet"
"CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA","RJ","VARGAS PREMIUM","GR","Pureza, Qualidade","Superior"
"CARGE DE VARRE-SAI PRODS. ALIMENTICIOS LTDA","RJ","VARGAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CARVALHO BORBA LTDA.","GO","CANASTRA","TM","Pureza, Qualidade","Tradicional"
"CARVALHO BORBA LTDA.","GO","CANASTRA EM GRAOS PARA MOINHO","GR","Pureza, Qualidade","Tradicional"
"CARVALHO BORBA LTDA.","GO","CANASTRA TORRADO E MOIDO PARA MOINHO","TM","Pureza, Qualidade","Tradicional"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","ARACATUBA","TM","Pureza, Qualidade","Tradicional"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BARBOSA","TM","Pureza, Qualidade","Tradicional"
